Country,Region,Species,Location,Date,Weather,Temperature,Humidity,
India,IN-TN,Black Drongo,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Wire-tailed Swallow,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,White-throated Kingfisher,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,White-breasted Waterhen,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,White-browed Bulbul,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Spotted Dove,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Ashy Prinia,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Rufous Treepie,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Rose-ringed Parakeet,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Asian Koel,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Asian Openbill,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Red-wattled Lapwing,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Red-vented Bulbul,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Asian Palm Swift,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Purple-rumped Sunbird,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Little Egret,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Asian Green Bee-eater,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Greater Coucal,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Common Tailorbird,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Indian Peafowl,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Common Iora,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Common Hawk-Cuckoo,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Eastern Cattle-Egret,"Kudamuruty River Trail, Thirupalaithurai",2025-05-03 16:59:00,overcast clouds,25.52,62.0
India,IN-TN,Blyth's Reed Warbler,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Black-winged Stilt,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Eurasian Moorhen,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Common Sandpiper,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Eurasian Coot,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,House Crow,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Indian Pond-Heron,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Jungle Owlet,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Large-billed Crow,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Laughing Dove,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Little Ringed Plover,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Little Cormorant,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Northern Pintail,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Northern Shoveler,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Oriental Skylark,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Pied Cuckoo,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,River Tern,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Shikra,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Asian Woolly-necked Stork,Nachiampatti Lake,2025-05-03 16:55:00,few clouds,26.59,32.0
India,IN-TN,Yellow-billed Babbler,"Thamarai Kulam, PerumalKovil-Therizhandhur",2025-05-03 16:45:00,overcast clouds,24.72,72.0
India,IN-TN,Indian Paradise-Flycatcher,"Thamarai Kulam, PerumalKovil-Therizhandhur",2025-05-03 16:45:00,overcast clouds,24.72,72.0
India,IN-TN,Oriental Magpie-Robin,"Thamarai Kulam, PerumalKovil-Therizhandhur",2025-05-03 16:45:00,overcast clouds,24.72,72.0
India,IN-TN,Common Myna,"Thamarai Kulam, PerumalKovil-Therizhandhur",2025-05-03 16:45:00,overcast clouds,24.72,72.0
India,IN-TN,Gray-headed Swamphen,"Pavalathanoor Lake, Tharamangalam ??????????? ???, ??????????",2025-05-03 16:41:00,overcast clouds,29.82,26.0
